module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00011	cora_other_pseudomonadota	cora_other_pseudomonadota	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.0	False	0.06666666666666667	False	NA	No enzymes unique to module	NA	K00241,K00242	77,79	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614
M00632	cora_other_pseudomonadota	cora_other_pseudomonadota	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01785 K00849 K00965 K01784"	0.25	False	0.25	False	1.0	K01785	2	K01785,K01785	369,370	None
M00854	cora_other_pseudomonadota	cora_other_pseudomonadota	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)"	0.5	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00700	5375	K00700 is present in multiple modules: M00854/M00565
M00855	cora_other_pseudomonadota	cora_other_pseudomonadota	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00688	2	K00688,K00688	3821,3822	None
M00565	cora_other_pseudomonadota	cora_other_pseudomonadota	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00975 K00703 (K00700,K16149) K01214 K06044 K01236"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00700	5375	K00700 is present in multiple modules: M00854/M00565
M00549	cora_other_pseudomonadota	cora_other_pseudomonadota	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00845	1556	K00845 is present in multiple modules: M00001/M00549/M00892/M00909
M00892	cora_other_pseudomonadota	cora_other_pseudomonadota	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00845	1556	K00845 is present in multiple modules: M00001/M00549/M00892/M00909
M00909	cora_other_pseudomonadota	cora_other_pseudomonadota	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00845	1556	K00845 is present in multiple modules: M00001/M00549/M00892/M00909
M00532	cora_other_pseudomonadota	cora_other_pseudomonadota	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437"	0.2	False	0.225	False	1.0	K02437,K03781	1,3	K00600,K00600,K02437,K03781,K03781,K03781	2381,4970,6385,6490,6491,6489	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00168	cora_other_pseudomonadota	cora_other_pseudomonadota	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	"K01595 (K00025,K00026,K00024)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	3078,3075,3077,3076,222,221,224,225	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00169	cora_other_pseudomonadota	cora_other_pseudomonadota	CAM (Crassulacean acid metabolism), light	Pathway modules	Energy metabolism	Carbon fixation	"K00029 K01006"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01006	3205	K01006 is present in multiple modules: M00169/M00172/M00171/M00173/M00614
M00172	cora_other_pseudomonadota	cora_other_pseudomonadota	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K00051 K00029 K01006"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01006,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	3205,3078,3075,3077,3076,222,221,224,225	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01006 is present in multiple modules: M00169/M00172/M00171/M00173/M00614
M00171	cora_other_pseudomonadota	cora_other_pseudomonadota	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K01006,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	3205,3078,3075,3077,3076,222,221,224,225	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01006 is present in multiple modules: M00169/M00172/M00171/M00173/M00614
M00170	cora_other_pseudomonadota	cora_other_pseudomonadota	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 K01610"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	3078,3075,3077,3076,222,221,224,225	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00173	cora_other_pseudomonadota	cora_other_pseudomonadota	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)"	0.1	False	0.18181818181818182	False	NA	No enzymes unique to module	NA	K00241,K00242,K01006,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	77,79,3205,3078,3075,3077,3076,222,221,224,225	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K01006 is present in multiple modules: M00169/M00172/M00171/M00173/M00614
M00376	cora_other_pseudomonadota	cora_other_pseudomonadota	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"	0.0	False	0.02564102564102564	False	NA	No enzymes unique to module	NA	K00241	77	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614
M00374	cora_other_pseudomonadota	cora_other_pseudomonadota	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626"	0.07692307692307693	False	0.07692307692307693	False	NA	No enzymes unique to module	NA	K00241,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595	77,3078,3075,3077,3076,222,221,224,225	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00346	cora_other_pseudomonadota	cora_other_pseudomonadota	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00600,K00600,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01595,K01689	2381,4970,3078,3075,3077,3076,222,221,224,225,2501	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K00600 is present in multiple modules: M00532/M00346/M00140/M00141,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00597	cora_other_pseudomonadota	cora_other_pseudomonadota	Anoxygenic photosystem II	Pathway modules	Energy metabolism	Photosynthesis	"K08928+K08929"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K08928,K08929	1872,1871	K08928 is present in multiple modules: M00597/M00612/M00613,K08929 is present in multiple modules: M00597/M00612/M00613
M00144	cora_other_pseudomonadota	cora_other_pseudomonadota	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343"	0.0	False	0.08333333333333333	False	1.0	K00338	1	K00338	3329	None
M00143	cora_other_pseudomonadota	cora_other_pseudomonadota	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Pathway modules	Energy metabolism	ATP synthesis	"K03934+K03935+K03936+K03937+K03938+K03939+K03940+K03941+K03942+K03943-K03944"	0.0	False	0.1	False	1.0	K03937	1	K03937	4726	None
M00149	cora_other_pseudomonadota	cora_other_pseudomonadota	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00241+(K00242,K18859,K18860)+K00239+K00240"	0.0	False	0.5	False	NA	No enzymes unique to module	NA	K00241,K00242	77,79	K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614
M00417	cora_other_pseudomonadota	cora_other_pseudomonadota	Cytochrome o ubiquinol oxidase	Pathway modules	Energy metabolism	ATP synthesis	"K02297+K02298+K02299+K02300"	0.0	False	0.25	False	1.0	K02297	1	K02297	6867	None
M00157	cora_other_pseudomonadota	cora_other_pseudomonadota	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	"K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110"	0.0	False	0.125	False	1.0	K02109	1	K02109	6758	None
M00048	cora_other_pseudomonadota	cora_other_pseudomonadota	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	0.125	False	0.16666666666666666	False	1.0	K00764,K23264	2,1	K00764,K00764,K23264	5171,5170,5013	None
M00050	cora_other_pseudomonadota	cora_other_pseudomonadota	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	0.25	False	0.25	False	1.0	K01951	1	K01951	1534	None
M00052	cora_other_pseudomonadota	cora_other_pseudomonadota	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K13800,K13809,K09903) (K00940,K18533) K01937"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01937	1	K01937	1545	None
M00938	cora_other_pseudomonadota	cora_other_pseudomonadota	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	0.4	False	0.4	False	1.0	K00560,K01520	1,1	K00560,K01520	463,408	None
M00020	cora_other_pseudomonadota	cora_other_pseudomonadota	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00058 K00831 (K01079,K02203,K22305,K25528)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K01079	1	K01079	6464	None
M00621	cora_other_pseudomonadota	cora_other_pseudomonadota	Glycine cleavage system	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00281,K00282+K00283) K00605 K00382"	0.0	False	0.16666666666666666	False	1.0	K00282	1	K00282	6384	None
M00021	cora_other_pseudomonadota	cora_other_pseudomonadota	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00640,K23304) (K01738,K13034,K17069)"	0.5	False	0.5	False	1.0	K00640	2	K00640,K00640	2365,1942	None
M00609	cora_other_pseudomonadota	cora_other_pseudomonadota	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K17462 K01243 K07173 K17216 K17217"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00789,K00789	5805,5806	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00017	cora_other_pseudomonadota	cora_other_pseudomonadota	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	0.14285714285714285	False	0.14285714285714285	False	1.0	K00641	3	K00641,K00641,K00641	1628,1639,1640	None
M00034	cora_other_pseudomonadota	cora_other_pseudomonadota	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K00789,K00789	5805,5806	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00035	cora_other_pseudomonadota	cora_other_pseudomonadota	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.5	False	0.5	False	1.0	K01251	2	K00789,K00789,K01251,K01251	5805,5806,5208,5207	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00368	cora_other_pseudomonadota	cora_other_pseudomonadota	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K01762,K20772) K05933"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00789,K00789	5805,5806	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00019	cora_other_pseudomonadota	cora_other_pseudomonadota	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01652+(K01653,K11258) K00053 K01687 K00826"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K01653,K01653	1815,1814	K01653 is present in multiple modules: M00019/M00570
M00535	cora_other_pseudomonadota	cora_other_pseudomonadota	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K09011 K01703+K01704 K00052"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01704	3716	K01704 is present in multiple modules: M00535/M00432
M00570	cora_other_pseudomonadota	cora_other_pseudomonadota	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	0.0	False	0.1	False	NA	No enzymes unique to module	NA	K01653,K01653	1815,1814	K01653 is present in multiple modules: M00019/M00570
M00432	cora_other_pseudomonadota	cora_other_pseudomonadota	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01649 (K01702,K01703+K01704) K00052"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01704	3716	K01704 is present in multiple modules: M00535/M00432
M00016	cora_other_pseudomonadota	cora_other_pseudomonadota	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K01586,K01778	5001,1497	K01778 is present in multiple modules: M00016/M00525/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00525	cora_other_pseudomonadota	cora_other_pseudomonadota	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K01586,K01778	5001,1497	K01778 is present in multiple modules: M00016/M00525/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00526	cora_other_pseudomonadota	cora_other_pseudomonadota	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01586	5001	K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00527	cora_other_pseudomonadota	cora_other_pseudomonadota	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K01586,K01778	5001,1497	K01778 is present in multiple modules: M00016/M00525/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00844	cora_other_pseudomonadota	cora_other_pseudomonadota	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00611 K01940 (K01755,K14681)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01940,K01940	6198,2211	K01940 is present in multiple modules: M00844/M00845/M00029
M00845	cora_other_pseudomonadota	cora_other_pseudomonadota	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K22478 K00145 K00821 K09065 K01438 K01940 K01755"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01940,K01940	6198,2211	K01940 is present in multiple modules: M00844/M00845/M00029
M00029	cora_other_pseudomonadota	cora_other_pseudomonadota	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01948 K00611 K01940 (K01755,K14681) K01476"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01940,K01940	6198,2211	K01940 is present in multiple modules: M00844/M00845/M00029
M00026	cora_other_pseudomonadota	cora_other_pseudomonadota	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"	0.16666666666666666	False	0.14285714285714285	False	1.0	K00765	1	K00765	5257	None
M00022	cora_other_pseudomonadota	cora_other_pseudomonadota	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	0.25	False	0.25	False	1.0	K01626	2	K01626,K01626	3184,5597	None
M00044	cora_other_pseudomonadota	cora_other_pseudomonadota	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)"	0.2	False	0.2	False	1.0	K16171	2	K16171,K16171	6420,6421	None
M00063	cora_other_pseudomonadota	cora_other_pseudomonadota	CMP-KDO biosynthesis	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	"K06041 K01627 K03270 K00979"	0.25	False	0.25	False	1.0	K00979	1	K00979	4739	None
M00124	cora_other_pseudomonadota	cora_other_pseudomonadota	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03472 K03473 K00831 K00097 K03474 K00275"	0.16666666666666666	False	0.16666666666666666	False	1.0	K00275	1	K00275	355	None
M00916	cora_other_pseudomonadota	cora_other_pseudomonadota	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K06215+K08681"	0.0	False	0.5	False	1.0	K06215	1	K06215	5629	None
M00120	cora_other_pseudomonadota	cora_other_pseudomonadota	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	0.3333333333333333	False	0.5	False	1.0	K00954	1	K00954,K13038	6842,411	K13038 is present in multiple modules: M00120/M00914
M00914	cora_other_pseudomonadota	cora_other_pseudomonadota	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K13038	411	K13038 is present in multiple modules: M00120/M00914
M00126	cora_other_pseudomonadota	cora_other_pseudomonadota	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.2	False	0.2	False	1.0	K01113	2	K01113,K01113	6422,1124	None
M00842	cora_other_pseudomonadota	cora_other_pseudomonadota	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01737	2812	K01737 is present in multiple modules: M00842/M00843
M00843	cora_other_pseudomonadota	cora_other_pseudomonadota	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01737	2812	K01737 is present in multiple modules: M00842/M00843
M00880	cora_other_pseudomonadota	cora_other_pseudomonadota	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)"	0.3333333333333333	False	0.3333333333333333	False	1.0	K03635	2	K03635,K03635	771,772	None
M00140	cora_other_pseudomonadota	cora_other_pseudomonadota	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00600,K00600	2381,4970	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00141	cora_other_pseudomonadota	cora_other_pseudomonadota	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600,K00600	2381,4970	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00868	cora_other_pseudomonadota	cora_other_pseudomonadota	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00228,K01599	2520,3763	K00228 is present in multiple modules: M00868/M00121,K01599 is present in multiple modules: M00868/M00121/M00926
M00121	cora_other_pseudomonadota	cora_other_pseudomonadota	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00228,K01599	2520,3763	K00228 is present in multiple modules: M00868/M00121,K01599 is present in multiple modules: M00868/M00121/M00926
M00926	cora_other_pseudomonadota	cora_other_pseudomonadota	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01599	3763	K01599 is present in multiple modules: M00868/M00121/M00926
M00924	cora_other_pseudomonadota	cora_other_pseudomonadota	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K06042,K06042	5107,5108	K06042 is present in multiple modules: M00924/M00925
M00925	cora_other_pseudomonadota	cora_other_pseudomonadota	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K06042,K06042	5107,5108	K06042 is present in multiple modules: M00924/M00925
